id,date_id,theater,company,title,genre,author,composer,notes
653,11/17/1781,Bth,Court,Der Weise in der That,Schauspiel,Sedaine,NA,"Hadamowsky has a performance of Der Weise in der That as early as 14 May 1768, and it had been in the repertory of the Nationaltheater since 2 Jul 1776."
NA,NA,NA,NA,NA,NA,Jester,NA,NA
654,11/17/1781,Bth,Court,Der Arrestant,Lustspiel,Carmontelle,NA,Performed only twice.
NA,NA,NA,NA,NA,NA,Franke,NA,NA
655,11/17/1781,Kth,French,L'Impromptu du coeur,NA,unknown,unknown,NA
656,11/17/1781,Kth,French,L'Ami de la maison,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
657,11/18/1781,Bth,Court,Thorheit und Betrügerey,Lustspiel,Stephanie d. Ä.,NA,NA
658,11/18/1781,Kth,French,"L'Olympiade, ou le Triomphe de l'amitié",Drame mêlé de musique,Metastasio,Sacchini,NA
NA,NA,NA,NA,NA,NA,Framery,NA,NA
659,11/19/1781,Bth,Court,Der Arrestant,Lustspiel,Carmontelle,NA,Final performance
NA,NA,NA,NA,NA,NA,Franke,NA,NA
660,11/19/1781,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
661,11/19/1781,Kth,French,Les Deux Billets,Comédie,Florian,NA,NA
662,11/19/1781,Kth,French,Sara ou la Fermière ecossaise,Comédie mêlée d'ariettes,Collet de Messine,Vachon,NA
663,11/20/1781,Bth,Court,Der Barbier von Sevilien,Lustspiel,Beaumarchais,NA,NA
664,11/21/1781,Bth,Court,Zemire und Azor,Opéra comique,Marmontel,Grétry,NA
665,11/22/1781,Bth,Court,Das Testament,Lustspiel,Schröder,NA,NA
666,11/23/1781,Bth,unknown,Die Haushaltung nach der Mode,Lustspiel,Heufeld,NA,This Friday performance is not in Hadamowsky or Von Alth/Obzyna. Theaterschule?
667,11/24/1781,Bth,Court,Olivie,Trauerspiel,Brandes,NA,NA
668,11/24/1781,Bth,Court,Pyrrhus und Polixene,Ballet,unknown,Winter,Final performance
669,11/24/1781,Kth,French,Les Trois Fermiers,Comédie mêlée d'ariettes,Monvel,Dezède,NA
670,11/24/1781,Kth,French,"L'Erreur d'un moment, ou la Suite de Julie",Comédie mêlée d'ariettes,Monvel,Dezède,NA
671,11/25/1781,Bth,Court,Der Neugierige,Lustspiel,Stephanie d. J.,NA,NA
672,11/25/1781,Kth,French,Sara ou la Fermière ecossaise,Comédie mêlée d'ariettes,Collet de Messine,Vachon,NA
673,11/25/1781,Kth,French,Les Deux Billets,Comédie,Florian,NA,NA
674,11/26/1781,Bth,Court,Das Landmädchen,Lustspiel,Wycherley,NA,NA
NA,NA,NA,NA,NA,NA,Schmid,NA,NA
675,11/26/1781,Kth,French,Les Pèlereins de la Mecque,Singspiel,Dancourt,Gluck,NA
NA,NA,NA,NA,NA,NA,Faber,NA,NA
676,11/27/1781,Bth,Court,Iphigenie auf Tauris,Singspiel,Guillard,Gluck,NA
677,11/28/1781,NA,NA,Theaters closed (anniversary of Maria Theresia's death),NA,NA,NA,NA
678,11/29/1781,NA,NA,Theaters closed (anniversary of Maria Theresia's death),NA,NA,NA,NA
679,11/30/1781,Bth,unknown,Reinhold und Armida,Melodrama,Babo,Winter,This Friday performances is not in Hadamowsky or Von Alth/Obzyna. Theaterschule?
680,11/30/1781,Bth,unknown,Die Geschwisterliebe,Schauspiel,Weiße,NA,This Friday performances is not in Hadamowsky or Von Alth/Obzyna. Theaterschule?
681,11/30/1781,Bth,NA,Three arias sung by Giorgio Crinazzi,NA,NA,NA,"Tenor Giorgio Crinazzi (1750–1782) was in Vienna by the early months of 1781, where he was the singing teacher of the daughters of Leopold von Auenbrugger. On 23 Jun 1781 he signed a four-month contract with the Esterházy kapelle, but fell ill and returned to Vienna in the fall. He died in Vienna on 31 Dec 1782. See https://it.wikipedia.org/wiki/Giorgio_Crinazzi (which cites no sources)."
682,11/30/1781,Kth,NA,"Concert, Mademoiselle Hauck (giantess)",NA,NA,NA,Mademoiselle Hauck's second concert in the Kärntnertortheater was previously unknown.
683,12/1/1781,Bth,Court,Die Mediceer,Trauerspiel,Brandes,NA,NA
684,12/1/1781,Bth,Court,Der Dorfjahrmarkt in Elsaß,Ballet,Crux,unknown,Performed only four times
685,12/1/1781,Kth,French,"L'Amant jaloux, ou les Fausses Apparences",Comédie mêlée d'ariettes,Hales,Grétry,NA
686,12/1/1781,Kth,French,"Nanette et Lucas, ou La Paysanne curieuse",Opéra comique,Framery,d'Herbain,NA
687,12/2/1781,Bth,Court,Die Holländer,Lustspiel,Goldoni,NA,NA
NA,NA,NA,NA,NA,NA,Bock,NA,NA
688,12/2/1781,Kth,French,La Belle Cordonniere,Opéra comique,unknown,unknown,NA
689,12/2/1781,Kth,French,Le Tonnellier,Opéra comique,Audinot,Gossec,NA
690,12/3/1781,Bth,Court,Alceste,Tragedia per musica,Calzabigi,Gluck,NA
691,12/4/1781,Bth,Court,Die Familie,Schauspiel,Schröder,NA,NA
692,12/4/1781,Bth,Court,Die große Batterie,Lustspiel,Ayrenhoff,NA,NA
693,12/5/1781,Bth,Court,Die Pilgrime von Mekka,Singspiel,Dancourt,Gluck,NA
NA,NA,NA,NA,NA,NA,Faber,NA,NA
694,12/5/1781,Kth,French,La Fausse Magie,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
695,12/5/1781,Kth,French,Le Pucheron,unknown,unknown,unknown,NA
696,12/6/1781,Bth,Court,Das öffentliche Geheimniß,Lustspiel,Gotter,NA,NA
697,12/6/1781,Bth,Court,Der Dorfjahrmarkt in Elsaß,Ballet,Crux,unknown,NA
698,12/7/1781,Bth,unknown,Der kleine Grenadier,Lustspiel,Weiße,NA,This Friday performance is not in Hadamowsky or Von Alth/Obzyna. Perhaps Theaterschule?
699,12/7/1781,Kth,unknown,Der letzte Rausch,Singspiel,Anseaume,Gluck,This Friday performance is not in Hadamowsky or Von Alth/Obzyna. Perhaps Theaterschule?
NA,NA,NA,NA,NA,NA,unknown,NA,NA
